poll_id,pollster_id,pollster,sponsor_ids,sponsors,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,display_name,mode,state,start_date,end_date,internal,partisan,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,updated_at,notes,url,url_article,url_topline,url_crosstab,institution,yes,no,alternate_answers
78377,568,YouGov,352,The Economist,NA,NA,NA,YouGov,Online Matched Sample,NA,2022-01-29T00:00:00Z,2022-02-01T00:00:00Z,FALSE,NA,156909,1273,rv,NA,rv,FALSE,2025-04-28 19:34:51 UTC,2025-04-28 19:34:51 UTC,NA,https://docs.cdn.yougov.com/9uqg6clnvr/econTabReport.pdf,NA,NA,https://docs.cdn.yougov.com/9uqg6clnvr/econTabReport.pdf,Scotus,43,42,15
78414,568,YouGov,1213,Yahoo News,NA,NA,NA,YouGov,Online Matched Sample,NA,2022-02-03T00:00:00Z,2022-02-07T00:00:00Z,FALSE,NA,156522,1228,rv,NA,rv,FALSE,2025-04-28 19:34:50 UTC,2025-04-28 19:34:50 UTC,NA,https://www.scribd.com/document/557855044/20220207-yahoo-tabs,NA,NA,https://www.scribd.com/document/557855044/20220207-yahoo-tabs,Scotus,37,46,16
78414,568,YouGov,1213,Yahoo News,NA,NA,NA,YouGov,Online Matched Sample,NA,2022-02-03T00:00:00Z,2022-02-07T00:00:00Z,FALSE,NA,156521,1628,a,NA,a,FALSE,2025-04-28 19:34:50 UTC,2025-04-28 19:34:50 UTC,NA,https://news.yahoo.com/poll-trump-voters-now-twice-as-likely-as-biden-voters-to-say-russia-ukraine-conflict-is-none-of-americas-business-155356944.html,https://news.yahoo.com/poll-trump-voters-now-twice-as-likely-as-biden-voters-to-say-russia-ukraine-conflict-is-none-of-americas-business-155356944.html,NA,https://www.scribd.com/document/557855044/20220207-yahoo-tabs,Scotus,35,44,21
78412,568,YouGov,352,The Economist,NA,NA,NA,YouGov,Online Matched Sample,NA,2022-02-05T00:00:00Z,2022-02-08T00:00:00Z,FALSE,NA,156910,1500,a,NA,a,FALSE,2025-04-28 19:34:51 UTC,2025-04-28 19:34:51 UTC,NA,https://docs.cdn.yougov.com/i8sxn720xf/econToplines.pdf,NA,https://docs.cdn.yougov.com/i8sxn720xf/econToplines.pdf,https://docs.cdn.yougov.com/npwlx2cq4r/econTabReport.pdf,Scotus,39,40,20
78412,568,YouGov,352,The Economist,NA,NA,NA,YouGov,Online Matched Sample,NA,2022-02-05T00:00:00Z,2022-02-08T00:00:00Z,FALSE,NA,156911,1255,rv,NA,rv,FALSE,2025-04-28 19:34:51 UTC,2025-04-28 19:34:51 UTC,NA,https://docs.cdn.yougov.com/npwlx2cq4r/econTabReport.pdf,NA,NA,https://docs.cdn.yougov.com/npwlx2cq4r/econTabReport.pdf,Scotus,42,42,16
78445,396,Quinnipiac,NA,NA,NA,NA,NA,Quinnipiac University,Live Phone,NA,2022-02-10T00:00:00Z,2022-02-14T00:00:00Z,FALSE,NA,157017,1321,a,NA,a,FALSE,2025-04-28 19:34:51 UTC,2025-04-28 19:34:51 UTC,NA,https://poll.qu.edu/poll-release?releaseid=3836,https://poll.qu.edu/poll-release?releaseid=3836,NA,https://poll.qu.edu/images/polling/us/us02172022_ubyr76.pdf,Scotus,40,47,13
78443,568,YouGov,352,The Economist,NA,NA,NA,YouGov,Online Matched Sample,NA,2022-02-12T00:00:00Z,2022-02-15T00:00:00Z,FALSE,NA,156913,1231,rv,NA,rv,FALSE,2025-04-28 19:34:51 UTC,2025-04-28 19:34:51 UTC,NA,https://docs.cdn.yougov.com/mfe5ie0pbd/econTabReport.pdf,NA,NA,https://docs.cdn.yougov.com/mfe5ie0pbd/econTabReport.pdf,Scotus,38,44,17
78443,568,YouGov,352,The Economist,NA,NA,NA,YouGov,Online Matched Sample,NA,2022-02-12T00:00:00Z,2022-02-15T00:00:00Z,FALSE,NA,156912,1500,a,NA,a,FALSE,2025-04-28 19:34:51 UTC,2025-04-28 19:34:51 UTC,NA,https://docs.cdn.yougov.com/vtm70v61hq/econToplines.pdf,NA,https://docs.cdn.yougov.com/vtm70v61hq/econToplines.pdf,https://docs.cdn.yougov.com/mfe5ie0pbd/econTabReport.pdf,Scotus,36,40,23
78475,568,YouGov,352,The Economist,NA,NA,NA,YouGov,Online Matched Sample,NA,2022-02-19T00:00:00Z,2022-02-22T00:00:00Z,FALSE,NA,156524,1290,rv,NA,rv,FALSE,2025-04-28 19:34:52 UTC,2025-04-28 19:34:52 UTC,NA,https://docs.cdn.yougov.com/4bmkoc0k8o/econTabReport.pdf,NA,NA,https://docs.cdn.yougov.com/4bmkoc0k8o/econTabReport.pdf,Scotus,40,44,16
78475,568,YouGov,352,The Economist,NA,NA,NA,YouGov,Online Matched Sample,NA,2022-02-19T00:00:00Z,2022-02-22T00:00:00Z,FALSE,NA,156523,1500,a,NA,a,FALSE,2025-04-28 19:34:50 UTC,2025-04-28 19:34:50 UTC,NA,https://docs.cdn.yougov.com/af2sfv6t42/econToplines.pdf,NA,https://docs.cdn.yougov.com/af2sfv6t42/econToplines.pdf,https://docs.cdn.yougov.com/4bmkoc0k8o/econTabReport.pdf,Scotus,38,41,21
78500,1704,ABC/Washington Post,NA,NA,NA,NA,NA,ABC News/The Washington Post,Live Phone,NA,2022-02-20T00:00:00Z,2022-02-24T00:00:00Z,FALSE,NA,156525,1011,a,NA,a,FALSE,2025-04-28 19:34:50 UTC,2025-04-28 19:34:50 UTC,NA,https://abcnews.go.com/Politics/poll-finds-sharp-partisan-divisions-impact-black-woman/story?id=83108693,https://abcnews.go.com/Politics/poll-finds-sharp-partisan-divisions-impact-black-woman/story?id=83108693,https://www.langerresearch.com/wp-content/uploads/1224a1SCOTUS.pdf,NA,Scotus,44,36,19
78521,568,YouGov,352,The Economist,NA,NA,NA,YouGov,Online Matched Sample,NA,2022-02-26T00:00:00Z,2022-03-01T00:00:00Z,FALSE,NA,156529,1500,a,NA,a,FALSE,2025-04-28 19:34:50 UTC,2025-04-28 19:34:50 UTC,NA,https://docs.cdn.yougov.com/omtmdczu48/econToplines.pdf,NA,https://docs.cdn.yougov.com/omtmdczu48/econToplines.pdf,https://docs.cdn.yougov.com/aa58ig9d3b/econTabReport.pdf,Scotus,41,35,24
78521,568,YouGov,352,The Economist,NA,NA,NA,YouGov,Online Matched Sample,NA,2022-02-26T00:00:00Z,2022-03-01T00:00:00Z,FALSE,NA,156530,1205,rv,NA,rv,FALSE,2025-04-28 19:34:50 UTC,2025-04-28 19:34:50 UTC,NA,https://docs.cdn.yougov.com/aa58ig9d3b/econTabReport.pdf,NA,NA,https://docs.cdn.yougov.com/aa58ig9d3b/econTabReport.pdf,Scotus,44,37,19
78551,568,YouGov,352,The Economist,NA,NA,NA,YouGov,Online Matched Sample,NA,2022-03-05T00:00:00Z,2022-03-08T00:00:00Z,FALSE,NA,156532,1227,rv,NA,rv,FALSE,2025-04-28 19:34:50 UTC,2025-04-28 19:34:50 UTC,NA,https://docs.cdn.yougov.com/qtaw15lnp8/econTabReport.pdf,NA,NA,https://docs.cdn.yougov.com/qtaw15lnp8/econTabReport.pdf,Scotus,44,41,15
78551,568,YouGov,352,The Economist,NA,NA,NA,YouGov,Online Matched Sample,NA,2022-03-05T00:00:00Z,2022-03-08T00:00:00Z,FALSE,NA,156531,1500,a,NA,a,FALSE,2025-04-28 19:34:50 UTC,2025-04-28 19:34:50 UTC,NA,https://docs.cdn.yougov.com/qtaw15lnp8/econTabReport.pdf,NA,NA,https://docs.cdn.yougov.com/qtaw15lnp8/econTabReport.pdf,Scotus,41,40,19
78594,320,Monmouth,NA,NA,NA,NA,NA,Monmouth University Polling Institute,Live Phone,NA,2022-03-10T00:00:00Z,2022-03-14T00:00:00Z,FALSE,NA,156535,809,a,NA,a,FALSE,2025-04-28 19:34:50 UTC,2025-04-28 19:34:50 UTC,NA,https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_US_032122/,https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_US_032122/,NA,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_032122.pdf/,Scotus,42,42,16
78594,320,Monmouth,NA,NA,NA,NA,NA,Monmouth University Polling Institute,Live Phone,NA,2022-03-10T00:00:00Z,2022-03-14T00:00:00Z,FALSE,NA,156536,746,rv,NA,rv,FALSE,2025-04-28 19:34:50 UTC,2025-04-28 19:34:50 UTC,NA,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_032122.pdf/,NA,NA,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_032122.pdf/,Scotus,42,43,15
78579,568,YouGov,352,The Economist,NA,NA,NA,YouGov,Online Matched Sample,NA,2022-03-12T00:00:00Z,2022-03-15T00:00:00Z,FALSE,NA,156802,1500,a,NA,a,FALSE,2025-04-28 19:34:52 UTC,2025-04-28 19:34:52 UTC,NA,https://docs.cdn.yougov.com/2g5l01eto4/econToplines.pdf,NA,https://docs.cdn.yougov.com/2g5l01eto4/econToplines.pdf,https://docs.cdn.yougov.com/bbui2643wn/econTabReport.pdf,Scotus,39,39,23
78579,568,YouGov,352,The Economist,NA,NA,NA,YouGov,Online Matched Sample,NA,2022-03-12T00:00:00Z,2022-03-15T00:00:00Z,FALSE,NA,156803,1292,rv,NA,rv,FALSE,2025-04-28 19:34:52 UTC,2025-04-28 19:34:52 UTC,NA,https://docs.cdn.yougov.com/bbui2643wn/econTabReport.pdf,NA,NA,https://docs.cdn.yougov.com/bbui2643wn/econTabReport.pdf,Scotus,40,41,19
78647,568,YouGov,352,The Economist,NA,NA,NA,YouGov,Online Matched Sample,NA,2022-03-19T00:00:00Z,2022-03-22T00:00:00Z,FALSE,NA,156533,1500,a,NA,a,FALSE,2025-04-28 19:34:50 UTC,2025-04-28 19:34:50 UTC,NA,https://docs.cdn.yougov.com/joqdn4nhky/econToplines.pdf,NA,https://docs.cdn.yougov.com/joqdn4nhky/econToplines.pdf,https://docs.cdn.yougov.com/l8ynsbxwgl/econTabReport.pdf,Scotus,39,39,22
78647,568,YouGov,352,The Economist,NA,NA,NA,YouGov,Online Matched Sample,NA,2022-03-19T00:00:00Z,2022-03-22T00:00:00Z,FALSE,NA,156534,1270,rv,NA,rv,FALSE,2025-04-28 19:34:50 UTC,2025-04-28 19:34:50 UTC,NA,https://docs.cdn.yougov.com/l8ynsbxwgl/econTabReport.pdf,NA,NA,https://docs.cdn.yougov.com/l8ynsbxwgl/econTabReport.pdf,Scotus,40,41,18
78698,1075,Marquette Law School,NA,NA,NA,NA,NA,Marquette University Law School,Probability Panel,NA,2022-03-14T00:00:00Z,2022-03-24T00:00:00Z,FALSE,NA,156604,1004,a,NA,a,FALSE,2025-04-28 19:34:52 UTC,2025-04-28 19:34:52 UTC,NA,https://law.marquette.edu/poll/2022/03/31/detailed-results-of-the-marquette-law-school-supreme-court-poll-march-14-24-2022/,https://law.marquette.edu/poll/2022/03/31/detailed-results-of-the-marquette-law-school-supreme-court-poll-march-14-24-2022/,https://law.marquette.edu/poll/wp-content/uploads/2022/05/MLSPSC07Toplines.html,NA,Scotus,54,45,1
78840,1554,RMG Research,NA,NA,NA,NA,NA,RMG Research,IVR/Text,NA,2022-03-25T00:00:00Z,2022-03-27T00:00:00Z,FALSE,NA,189590,1200,rv,NA,rv,FALSE,2025-04-28 19:34:50 UTC,2025-04-28 19:34:50 UTC,NA,https://twitter.com/ScottWRasmussen/status/1740923375785218392,NA,https://twitter.com/ScottWRasmussen/status/1740923375785218392,NA,Scotus,47,39,0
78685,568,YouGov,352,The Economist,NA,NA,NA,YouGov,Online Matched Sample,NA,2022-03-26T00:00:00Z,2022-03-29T00:00:00Z,FALSE,NA,156796,1500,a,NA,a,FALSE,2025-04-28 19:34:51 UTC,2025-04-28 19:34:51 UTC,NA,https://docs.cdn.yougov.com/4qdxtvqetg/econToplines.pdf,NA,https://docs.cdn.yougov.com/4qdxtvqetg/econToplines.pdf,https://docs.cdn.yougov.com/3ixnq9227y/econTabReport.pdf,Scotus,39,39,22
78685,568,YouGov,352,The Economist,NA,NA,NA,YouGov,Online Matched Sample,NA,2022-03-26T00:00:00Z,2022-03-29T00:00:00Z,FALSE,NA,156797,1313,rv,NA,rv,FALSE,2025-04-28 19:34:52 UTC,2025-04-28 19:34:52 UTC,NA,https://docs.cdn.yougov.com/3ixnq9227y/econTabReport.pdf,NA,NA,https://docs.cdn.yougov.com/3ixnq9227y/econTabReport.pdf,Scotus,42,41,17
78718,568,YouGov,352,The Economist,NA,NA,NA,YouGov,Online Matched Sample,NA,2022-04-02T00:00:00Z,2022-04-05T00:00:00Z,FALSE,NA,156605,1500,a,NA,a,FALSE,2025-04-28 19:34:50 UTC,2025-04-28 19:34:50 UTC,NA,https://docs.cdn.yougov.com/bntehkvg1p/econToplines.pdf,NA,https://docs.cdn.yougov.com/bntehkvg1p/econToplines.pdf,https://docs.cdn.yougov.com/sjgq52uivh/econTabReport.pdf,Scotus,40,39,21
78718,568,YouGov,352,The Economist,NA,NA,NA,YouGov,Online Matched Sample,NA,2022-04-02T00:00:00Z,2022-04-05T00:00:00Z,FALSE,NA,156606,1287,rv,NA,rv,FALSE,2025-04-28 19:34:52 UTC,2025-04-28 19:34:52 UTC,NA,https://docs.cdn.yougov.com/sjgq52uivh/econTabReport.pdf,NA,NA,https://docs.cdn.yougov.com/sjgq52uivh/econTabReport.pdf,Scotus,43,41,16
78754,568,YouGov,352,The Economist,NA,NA,NA,YouGov,Online Matched Sample,NA,2022-04-09T00:00:00Z,2022-04-12T00:00:00Z,FALSE,NA,156608,1303,rv,NA,rv,FALSE,2025-04-28 19:34:53 UTC,2025-04-28 19:34:53 UTC,NA,https://docs.cdn.yougov.com/v29gmo3oqg/econTabReport%20%282%29.pdf,NA,NA,https://docs.cdn.yougov.com/v29gmo3oqg/econTabReport%20%282%29.pdf,Scotus,42,40,18
78754,568,YouGov,352,The Economist,NA,NA,NA,YouGov,Online Matched Sample,NA,2022-04-09T00:00:00Z,2022-04-12T00:00:00Z,FALSE,NA,156607,1500,a,NA,a,FALSE,2025-04-28 19:34:53 UTC,2025-04-28 19:34:53 UTC,NA,https://docs.cdn.yougov.com/v29gmo3oqg/econTabReport%20%282%29.pdf,NA,NA,https://docs.cdn.yougov.com/v29gmo3oqg/econTabReport%20%282%29.pdf,Scotus,38,39,23
78782,568,YouGov,352,The Economist,NA,NA,NA,YouGov,Online Matched Sample,NA,2022-04-16T00:00:00Z,2022-04-19T00:00:00Z,FALSE,NA,156799,1260,rv,NA,rv,FALSE,2025-04-28 19:34:51 UTC,2025-04-28 19:34:51 UTC,NA,https://docs.cdn.yougov.com/ml5z8flkh2/econTabReport.pdf,NA,NA,https://docs.cdn.yougov.com/ml5z8flkh2/econTabReport.pdf,Scotus,42,42,16
78782,568,YouGov,352,The Economist,NA,NA,NA,YouGov,Online Matched Sample,NA,2022-04-16T00:00:00Z,2022-04-19T00:00:00Z,FALSE,NA,156798,1500,a,NA,a,FALSE,2025-04-28 19:34:51 UTC,2025-04-28 19:34:51 UTC,NA,https://docs.cdn.yougov.com/krwnb0i4vg/econToplines.pdf,NA,https://docs.cdn.yougov.com/krwnb0i4vg/econToplines.pdf,https://docs.cdn.yougov.com/ml5z8flkh2/econTabReport.pdf,Scotus,39,40,21
78843,568,YouGov,352,The Economist,NA,NA,NA,YouGov,Online Matched Sample,NA,2022-04-26T00:00:00Z,2022-04-27T00:00:00Z,FALSE,NA,156800,1500,a,NA,a,FALSE,2025-04-28 19:34:51 UTC,2025-04-28 19:34:51 UTC,NA,https://docs.cdn.yougov.com/6tarkt5kkk/econoplines.pdf,NA,https://docs.cdn.yougov.com/6tarkt5kkk/econoplines.pdf,https://docs.cdn.yougov.com/fj2j7o3ojc/econTabReport.pdf,Scotus,39,38,22
78843,568,YouGov,352,The Economist,NA,NA,NA,YouGov,Online Matched Sample,NA,2022-04-26T00:00:00Z,2022-04-27T00:00:00Z,FALSE,NA,156801,1336,rv,NA,rv,FALSE,2025-04-28 19:34:51 UTC,2025-04-28 19:34:51 UTC,NA,https://docs.cdn.yougov.com/fj2j7o3ojc/econTabReport.pdf,NA,NA,https://docs.cdn.yougov.com/fj2j7o3ojc/econTabReport.pdf,Scotus,43,41,16
78874,568,YouGov,352,The Economist,NA,NA,NA,YouGov,Online Matched Sample,NA,2022-04-30T00:00:00Z,2022-05-03T00:00:00Z,FALSE,NA,156609,1500,a,NA,a,FALSE,2025-04-28 19:34:50 UTC,2025-04-28 19:34:50 UTC,NA,https://docs.cdn.yougov.com/njqw3o8bdb/econoplines.pdf,NA,https://docs.cdn.yougov.com/njqw3o8bdb/econoplines.pdf,https://docs.cdn.yougov.com/vbhhojqsfe/econTabReport.pdf,Scotus,39,38,23
78874,568,YouGov,352,The Economist,NA,NA,NA,YouGov,Online Matched Sample,NA,2022-04-30T00:00:00Z,2022-05-03T00:00:00Z,FALSE,NA,156610,1340,rv,NA,rv,FALSE,2025-04-28 19:34:50 UTC,2025-04-28 19:34:50 UTC,NA,https://docs.cdn.yougov.com/vbhhojqsfe/econTabReport.pdf,NA,NA,https://docs.cdn.yougov.com/vbhhojqsfe/econTabReport.pdf,Scotus,42,40,18
78917,568,YouGov,1213,Yahoo News,NA,NA,NA,YouGov,Online Matched Sample,NA,2022-05-03T00:00:00Z,2022-05-06T00:00:00Z,FALSE,NA,156611,1577,a,NA,a,FALSE,2025-04-28 19:34:50 UTC,2025-04-28 19:34:50 UTC,NA,https://news.yahoo.com/poll-confidence-in-supreme-court-has-collapsed-since-conservatives-took-control-122402500.html,https://news.yahoo.com/poll-confidence-in-supreme-court-has-collapsed-since-conservatives-took-control-122402500.html,NA,https://www.scribd.com/document/573588035/Yahoo-News-Survey,Scotus,38,47,15
79165,568,YouGov,1213,Yahoo News,NA,NA,NA,YouGov,Online Matched Sample,NA,2022-05-04T00:00:00Z,2022-05-07T00:00:00Z,FALSE,NA,156612,1213,rv,NA,rv,FALSE,2025-04-28 19:34:50 UTC,2025-04-28 19:34:50 UTC,NA,https://www.scribd.com/document/573588035/Yahoo-News-Survey,NA,NA,https://www.scribd.com/document/573588035/Yahoo-News-Survey,Scotus,41,49,10
78960,1888,UMass Amherst/YouGov,1233,WCVB-TV (Boston),NA,NA,NA,University of Massachusetts Department of Political Science/YouGov,Online Matched Sample,NA,2022-05-05T00:00:00Z,2022-05-09T00:00:00Z,FALSE,NA,156615,1000,a,NA,a,FALSE,2025-04-28 19:34:50 UTC,2025-04-28 19:34:50 UTC,NA,https://polsci.umass.edu/sites/default/files/AbortionRoeSupremeCourtToplines_0.pdf,NA,https://polsci.umass.edu/sites/default/files/AbortionRoeSupremeCourtToplines_0.pdf,https://polsci.umass.edu/sites/default/files/AbortionRoeSupremeCourtCrosstabs_0.pdf,Scotus,33,54,14
78951,320,Monmouth,NA,NA,NA,NA,NA,Monmouth University Polling Institute,Live Phone,NA,2022-05-05T00:00:00Z,2022-05-09T00:00:00Z,FALSE,NA,156632,807,a,NA,a,FALSE,2025-04-28 19:34:51 UTC,2025-04-28 19:34:51 UTC,NA,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_us_051122/,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_us_051122/,NA,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_051122.pdf/,Scotus,38,52,10
78951,320,Monmouth,NA,NA,NA,NA,NA,Monmouth University Polling Institute,Live Phone,NA,2022-05-05T00:00:00Z,2022-05-09T00:00:00Z,FALSE,NA,156633,751,rv,NA,rv,FALSE,2025-04-28 19:34:51 UTC,2025-04-28 19:34:51 UTC,NA,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_051122.pdf/,NA,NA,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_051122.pdf/,Scotus,39,51,9
78931,568,YouGov,352,The Economist,NA,NA,NA,YouGov,Online Matched Sample,NA,2022-05-08T00:00:00Z,2022-05-10T00:00:00Z,FALSE,NA,156614,1361,rv,NA,rv,FALSE,2025-04-28 19:34:50 UTC,2025-04-28 19:34:50 UTC,NA,https://docs.cdn.yougov.com/o1zu29c4cp/econTabReport.pdf,NA,NA,https://docs.cdn.yougov.com/o1zu29c4cp/econTabReport.pdf,Scotus,39,48,13
78931,568,YouGov,352,The Economist,NA,NA,NA,YouGov,Online Matched Sample,NA,2022-05-08T00:00:00Z,2022-05-10T00:00:00Z,FALSE,NA,156613,1500,a,NA,a,FALSE,2025-04-28 19:34:50 UTC,2025-04-28 19:34:50 UTC,NA,https://docs.cdn.yougov.com/o1zu29c4cp/econTabReport.pdf,NA,NA,https://docs.cdn.yougov.com/o1zu29c4cp/econTabReport.pdf,Scotus,37,44,19
78977,396,Quinnipiac,NA,NA,NA,NA,NA,Quinnipiac University,Live Phone,NA,2022-05-12T00:00:00Z,2022-05-16T00:00:00Z,FALSE,NA,156616,1586,a,NA,a,FALSE,2025-04-28 19:34:50 UTC,2025-04-28 19:34:50 UTC,NA,https://poll.qu.edu/poll-release?releaseid=3846,NA,NA,https://poll.qu.edu/poll-release?releaseid=3846,Scotus,40,52,8
79192,1492,YouGov Blue,1798,Take Back the Court Action Fund,NA,NA,NA,YouGov Blue,Online Matched Sample,NA,2022-05-13T00:00:00Z,2022-05-16T00:00:00Z,FALSE,DEM,156771,1026,v,NA,v,FALSE,2025-04-28 19:34:51 UTC,2025-04-28 19:34:51 UTC,NA,https://www.takebackthecourt.today/memo-polling-shows-biden-coalition-strongly-supports-supreme-court-expansion,https://www.takebackthecourt.today/memo-polling-shows-biden-coalition-strongly-supports-supreme-court-expansion,NA,https://static1.squarespace.com/static/60383088576eb25a150fab7f/t/62a7d888852d386ca891beee/1655167113475/TBTCAF+Polling+-+2020+Biden+Coalition+Supports+Court+Expansion.pdf,Scotus,36,44,20
78976,568,YouGov,352,The Economist,NA,NA,NA,YouGov,Online Matched Sample,NA,2022-05-15T00:00:00Z,2022-05-17T00:00:00Z,FALSE,NA,156618,1342,rv,NA,rv,FALSE,2025-04-28 19:34:53 UTC,2025-04-28 19:34:53 UTC,NA,https://docs.cdn.yougov.com/8ew54v1ohy/econTabReport.pdf,NA,NA,https://docs.cdn.yougov.com/8ew54v1ohy/econTabReport.pdf,Scotus,41,44,15
