poll_id,pollster_id,pollster,sponsor_ids,sponsors,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,display_name,mode,state,start_date,end_date,internal,partisan,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,updated_at,notes,url,url_article,url_topline,url_crosstab,race_id,cycle,office_type,seat_name,election_date,stage,dem,rep
89566,1302,Echelon Insights,NA,NA,NA,NA,NA,Echelon Insights,Online Opt-In Panel,NA,2025-02-10T00:00:00Z,2025-02-13T00:00:00Z,FALSE,NA,218247,1010,lv,NA,lv,FALSE,2025-04-28 19:59:51 UTC,2025-04-28 19:59:51 UTC,NA,https://echeloninsights.com/in-the-news/feb-2025-verified-voter-omnibus-2-2/,https://echeloninsights.com/in-the-news/feb-2025-verified-voter-omnibus-2-2/,NA,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fechelonin.wpenginepowered.com%2Fwp-content%2Fuploads%2FFebruary-2025-Voter-Omnibus-Crosstabs-External.xlsx&wdOrigin=BROWSELINK,16444,2026,U.S. House,Generic Ballot,2026-11-03T00:00:00Z,general,46,47
89766,294,McLaughlin,114,U.S. Chamber of Commerce,NA,NA,NA,McLaughlin & Associates,Online Opt-In Panel,NA,2025-02-13T00:00:00Z,2025-02-17T00:00:00Z,FALSE,REP,219131,1600,lv,NA,lv,FALSE,2025-05-01 17:57:06 UTC,2025-05-01 17:57:06 UTC,NA,https://www.uschamber.com/assets/documents/USCC_National-Tax-Survey_Deck_Feb-2025.pdf,https://www.uschamber.com/assets/documents/USCC_National-Tax-Survey_Deck_Feb-2025.pdf,NA,NA,16444,2026,U.S. House,Generic Ballot,2026-11-03T00:00:00Z,general,43,47
89596,1497,co/efficient,NA,NA,NA,NA,NA,co/efficient,NA,NA,2025-02-15T00:00:00Z,2025-02-17T00:00:00Z,FALSE,REP,218564,2063,lv,NA,lv,FALSE,2025-04-28 20:04:09 UTC,2025-04-28 20:04:09 UTC,NA,https://coefficient.org/doge-part-2/,NA,https://coefficient.org/doge-part-2/,NA,16444,2026,U.S. House,Generic Ballot,2026-11-03T00:00:00Z,general,44,46
89590,294,McLaughlin,NA,NA,NA,NA,NA,McLaughlin & Associates,Online Opt-In Panel,NA,2025-02-11T00:00:00Z,2025-02-18T00:00:00Z,FALSE,NA,218441,1000,lv,NA,lv,FALSE,2025-04-28 20:03:47 UTC,2025-04-28 20:03:47 UTC,NA,https://mclaughlinonline.com/pols/wp-content/uploads/2025/02/National-February-Presentation-RELEASE-02-18-25.pdf,NA,NA,https://mclaughlinonline.com/pols/wp-content/uploads/2025/02/National-February-Presentation-RELEASE-02-18-25.pdf,16444,2026,U.S. House,Generic Ballot,2026-11-03T00:00:00Z,general,41,48
89579,568,YouGov,352,The Economist,NA,NA,NA,YouGov,Online Matched Sample,NA,2025-02-16T00:00:00Z,2025-02-18T00:00:00Z,FALSE,NA,218440,1451,rv,NA,rv,FALSE,2025-04-28 20:03:47 UTC,2025-04-28 20:03:47 UTC,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_OFVhPxp.pdf,NA,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_OFVhPxp.pdf,16444,2026,U.S. House,Generic Ballot,2026-11-03T00:00:00Z,general,42,41
89579,568,YouGov,352,The Economist,NA,NA,NA,YouGov,Online Matched Sample,NA,2025-02-16T00:00:00Z,2025-02-18T00:00:00Z,FALSE,NA,218439,1603,a,NA,a,FALSE,2025-04-28 20:03:47 UTC,2025-04-28 20:03:47 UTC,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_KfNmvTk.pdf,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_KfNmvTk.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_OFVhPxp.pdf,16444,2026,U.S. House,Generic Ballot,2026-11-03T00:00:00Z,general,35,37
89604,1554,RMG Research,2178,Napolitan Institute,NA,NA,NA,RMG Research,NA,NA,2025-02-20T00:00:00Z,2025-02-21T00:00:00Z,FALSE,NA,218572,1000,rv,NA,rv,FALSE,2025-04-28 20:04:10 UTC,2025-04-28 20:04:10 UTC,NA,https://x.com/ScottWRasmussen/status/1894720317291114920,NA,https://x.com/ScottWRasmussen/status/1894720317291114920,NA,16444,2026,U.S. House,Generic Ballot,2026-11-03T00:00:00Z,general,46,48
89658,379,Public Opinion Strategies,2255,Paragon Health Institute,NA,NA,NA,Public Opinion Strategies,Live Phone,NA,2025-02-25T00:00:00Z,2025-03-02T00:00:00Z,FALSE,NA,219137,1000,rv,NA,rv,FALSE,2025-05-01 17:57:37 UTC,2025-05-01 17:57:37 UTC,NA,https://paragoninstitute.org/medicaid/paragon-health-policy-survey-2025/,NA,https://paragoninstitute.org/medicaid/paragon-health-policy-survey-2025/,NA,16444,2026,U.S. House,Generic Ballot,2026-11-03T00:00:00Z,general,44,46
89624,1102,Emerson,NA,NA,NA,NA,NA,Emerson College,Online Opt-In Panel/Email,NA,2025-03-02T00:00:00Z,2025-03-03T00:00:00Z,FALSE,NA,218732,1000,rv,NA,rv,FALSE,2025-04-28 20:04:24 UTC,2025-04-28 20:04:24 UTC,NA,https://emersoncollegepolling.com/march-2025-national-poll/,https://emersoncollegepolling.com/march-2025-national-poll/,NA,https://docs.google.com/spreadsheets/d/1-mJKBNLJeEGp_7ZSBNwUmlDnH3SawgDJ/edit?gid=1263081245#gid=1263081245,16444,2026,U.S. House,Generic Ballot,2026-11-03T00:00:00Z,general,44.4,41.4
89646,1347,Cygnal,NA,NA,NA,NA,NA,Cygnal,NA,NA,2025-03-03T00:00:00Z,2025-03-05T00:00:00Z,FALSE,NA,219134,1500,lv,NA,lv,FALSE,2025-05-01 17:57:12 UTC,2025-05-01 17:57:12 UTC,NA,https://www.cygn.al/poll-48-percent-support-trump-negotiating-settlement-to-war-in-ukraine-as-optimism-at-home-rises/,https://www.cygn.al/poll-48-percent-support-trump-negotiating-settlement-to-war-in-ukraine-as-optimism-at-home-rises/,NA,https://www.cygn.al/wp-content/uploads/2025/03/22915-Cygnal-National-NVT-Mar25-Deck-Public.pdf,16444,2026,U.S. House,Generic Ballot,2026-11-03T00:00:00Z,general,47.4,45.9
89643,294,McLaughlin,1989,America's New Majority Project,NA,NA,NA,McLaughlin & Associates,Online Opt-In Panel,NA,2025-03-04T00:00:00Z,2025-03-07T00:00:00Z,FALSE,REP,219132,2000,rv,NA,rv,FALSE,2025-05-01 17:57:08 UTC,2025-05-01 17:57:08 UTC,NA,https://americasnewmajorityproject.com/most-americans-support-trumps-maha-agenda/,https://americasnewmajorityproject.com/most-americans-support-trumps-maha-agenda/,https://americasnewmajorityproject.com/wp-content/uploads/2025/03/20250307-NationalANMP-Topline.pdf,https://americasnewmajorityproject.com/wp-content/uploads/2025/03/20250307-NationalANMP-Tabs.pdf,16444,2026,U.S. House,Generic Ballot,2026-11-03T00:00:00Z,general,43.7,45.7
89643,294,McLaughlin,1989,America's New Majority Project,NA,NA,NA,McLaughlin & Associates,Online Opt-In Panel,NA,2025-03-04T00:00:00Z,2025-03-07T00:00:00Z,FALSE,REP,219273,1655,lv,NA,lv,FALSE,2025-05-02 14:11:17 UTC,2025-05-02 14:11:17 UTC,NA,https://americasnewmajorityproject.com/most-americans-support-trumps-maha-agenda/,https://americasnewmajorityproject.com/most-americans-support-trumps-maha-agenda/,https://americasnewmajorityproject.com/wp-content/uploads/2025/03/20250307-NationalANMP-Topline.pdf,https://americasnewmajorityproject.com/wp-content/uploads/2025/03/20250307-NationalANMP-Tabs.pdf,16444,2026,U.S. House,Generic Ballot,2026-11-03T00:00:00Z,general,45.1,47.8
89644,921,Clarity,NA,NA,NA,NA,NA,Clarity Campaign Labs,Online Opt-In Panel,NA,2025-03-03T00:00:00Z,2025-03-09T00:00:00Z,FALSE,NA,219133,1036,rv,NA,rv,FALSE,2025-05-01 17:57:10 UTC,2025-05-01 17:57:10 UTC,NA,https://static1.squarespace.com/static/61ae8d5e55be5c7314b4c83a/t/67d0921f11ba8d57a17670a9/1741722147070/Clarity+Omnibus+Overview+-+March+2025+PUBLIC.pdf,NA,https://static1.squarespace.com/static/61ae8d5e55be5c7314b4c83a/t/67d0921f11ba8d57a17670a9/1741722147070/Clarity+Omnibus+Overview+-+March+2025+PUBLIC.pdf,NA,16444,2026,U.S. House,Generic Ballot,2026-11-03T00:00:00Z,general,46,44
89653,1292,Hart/POS,132,NBC News,NA,NA,NA,Hart Research Associates/Public Opinion Strategies,Live Phone/Text-to-Web,NA,2025-03-07T00:00:00Z,2025-03-11T00:00:00Z,FALSE,NA,219136,1000,rv,NA,rv,FALSE,2025-05-01 17:57:16 UTC,2025-05-01 17:57:16 UTC,NA,https://www.nbcnews.com/politics/politics-news/democratic-party-hits-new-polling-low-voters-want-fight-trump-harder-rcna196161,https://www.nbcnews.com/politics/politics-news/democratic-party-hits-new-polling-low-voters-want-fight-trump-harder-rcna196161,https://s3.documentcloud.org/documents/25569109/nbc-march-2025-poll-3-16-2025-release.pdf,NA,16444,2026,U.S. House,Generic Ballot,2026-11-03T00:00:00Z,general,48,47
89651,1302,Echelon Insights,NA,NA,NA,NA,NA,Echelon Insights,Online Opt-In Panel,NA,2025-03-10T00:00:00Z,2025-03-13T00:00:00Z,FALSE,NA,219135,1007,lv,NA,lv,FALSE,2025-05-01 17:57:14 UTC,2025-05-01 17:57:14 UTC,NA,https://echeloninsights.com/in-the-news/march-2025-verified-voter-omnibus-2-2-2/,https://echeloninsights.com/in-the-news/march-2025-verified-voter-omnibus-2-2-2/,https://echelonin.wpenginepowered.com/wp-content/uploads/March-2025-Voter-Omnibus-Topline-External.pdf,NA,16444,2026,U.S. House,Generic Ballot,2026-11-03T00:00:00Z,general,46,47
89821,1107,"Normington, Petts & Associates",543,Third Way,NA,NA,NA,"Normington, Petts & Associates",NA,NA,2025-03-12T00:00:00Z,2025-03-19T00:00:00Z,FALSE,NA,219302,800,lv,NA,lv,FALSE,2025-05-07 13:32:10 UTC,2025-05-07 13:32:10 UTC,NA,https://www.thirdway.org/polling/democrats-immigration-opportunity,https://www.thirdway.org/polling/democrats-immigration-opportunity,https://thirdway.imgix.net/downloads/democrats-immigration-opportunity/Third-Way-and-Normington-Petts-National-Immigration-Survey-Toplines.pdf,NA,16444,2026,U.S. House,Generic Ballot,2026-11-03T00:00:00Z,general,50,50
89672,1895,Quantus Insights,2184,TrendingPolitics,NA,NA,NA,Quantus Insights,Online Opt-In Panel,NA,2025-03-25T00:00:00Z,2025-03-27T00:00:00Z,FALSE,REP,219138,1000,rv,NA,rv,FALSE,2025-05-01 17:57:39 UTC,2025-05-01 17:57:39 UTC,NA,https://quantusinsights.org/f/trump%E2%80%99s-standing-steadies-but-crosscurrents-remain-ahead-of-2026,https://quantusinsights.org/f/trump%E2%80%99s-standing-steadies-but-crosscurrents-remain-ahead-of-2026,NA,https://drive.google.com/file/d/1Q9R845rp9FcIcFyLLoyhA_zVGHBI7vXm/view,16444,2026,U.S. House,Generic Ballot,2026-11-03T00:00:00Z,general,45.4,46.3
89685,1699,Fabrizio/Impact,276,The Wall Street Journal,NA,NA,NA,"Fabrizio, Lee & Associates/Impact Research",Live Phone/Text-to-Web,NA,2025-03-27T00:00:00Z,2025-04-01T00:00:00Z,FALSE,NA,219139,1500,rv,NA,rv,FALSE,2025-05-01 17:57:41 UTC,2025-05-01 17:57:41 UTC,NA,https://www.wsj.com/politics/policy/trump-foreign-policy-approval-voters-poll-c0c29dd0,https://www.wsj.com/politics/policy/trump-foreign-policy-approval-voters-poll-c0c29dd0,https://prod-i.a.dj.com/public/resources/documents/March_2025_WSJPoll.pdf,NA,16444,2026,U.S. House,Generic Ballot,2026-11-03T00:00:00Z,general,44,43
89744,1903,Yale Youth Poll,NA,NA,NA,NA,NA,Yale University Institution for Social and Policy Studies,Online Opt-In Panel,NA,2025-04-01T00:00:00Z,2025-04-03T00:00:00Z,FALSE,NA,219144,4100,rv,NA,rv,FALSE,2025-05-01 17:57:52 UTC,2025-05-01 17:57:52 UTC,NA,https://youthpoll.yale.edu/spring-2025-results,https://youthpoll.yale.edu/spring-2025-results,https://docs.google.com/spreadsheets/d/1JhSWPVcKK6tdufsa52TeRk3JRwSsgtglVQP1ZAa8fg4/edit?gid=856853932#gid=856853932,NA,16444,2026,U.S. House,Generic Ballot,2026-11-03T00:00:00Z,general,43.3,41.7
89689,1347,Cygnal,NA,NA,NA,NA,NA,Cygnal,NA,NA,2025-04-01T00:00:00Z,2025-04-03T00:00:00Z,FALSE,NA,219140,1500,lv,NA,lv,FALSE,2025-05-01 17:57:43 UTC,2025-05-01 17:57:43 UTC,NA,https://www.cygn.al/poll-democrats-continue-to-struggle-as-trump-maintains-strong-approval-even-in-light-of-tariffs/,https://www.cygn.al/poll-democrats-continue-to-struggle-as-trump-maintains-strong-approval-even-in-light-of-tariffs/,NA,https://www.cygn.al/wp-content/uploads/2025/04/22974-Cygnal-National-NVT-Apr25-Deck-Public.pdf,16444,2026,U.S. House,Generic Ballot,2026-11-03T00:00:00Z,general,47.5,46.5
89690,568,YouGov,352,The Economist,NA,NA,NA,YouGov,Online Matched Sample,NA,2025-04-05T00:00:00Z,2025-04-08T00:00:00Z,FALSE,NA,219142,1558,rv,NA,rv,FALSE,2025-05-01 17:57:47 UTC,2025-05-01 17:57:47 UTC,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_Emo4hnf.pdf,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_Emo4hnf.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_pXJ0PxA.pdf,16444,2026,U.S. House,Generic Ballot,2026-11-03T00:00:00Z,general,43,42
89690,568,YouGov,352,The Economist,NA,NA,NA,YouGov,Online Matched Sample,NA,2025-04-05T00:00:00Z,2025-04-08T00:00:00Z,FALSE,NA,219141,1741,a,NA,a,FALSE,2025-05-01 17:57:45 UTC,2025-05-01 17:57:45 UTC,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_Emo4hnf.pdf,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_Emo4hnf.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_pXJ0PxA.pdf,16444,2026,U.S. House,Generic Ballot,2026-11-03T00:00:00Z,general,39,36
90094,552,Winston,1312,Winning the Issues,NA,NA,NA,The Winston Group,NA,NA,2025-04-08T00:00:00Z,2025-04-10T00:00:00Z,FALSE,REP,221306,1000,rv,NA,rv,FALSE,2025-07-11 21:55:28 UTC,2025-07-11 21:55:28 UTC,NA,https://www.winningtheissues.org/2025/04/30/winning-the-issues-april-2025-national-survey/,https://www.winningtheissues.org/2025/04/30/winning-the-issues-april-2025-national-survey/,https://www.winningtheissues.org/wp-content/uploads/2025/07/Winning-the-Issues-April-2025-National-Survey.pdf,NA,16444,2026,U.S. House,Generic Ballot,2026-11-03T00:00:00Z,general,46,44
89712,1524,RealClear Opinion Research,NA,NA,NA,NA,NA,RealClear Opinion Research,NA,NA,2025-04-10T00:00:00Z,2025-04-12T00:00:00Z,FALSE,NA,219147,1000,rv,NA,rv,FALSE,2025-05-01 17:57:58 UTC,2025-05-01 17:57:58 UTC,NA,https://www.realclearpolitics.com/articles/2025/04/18/rcp_poll_voters_see_campus_bias_reject_trumps_tariff_pitch_152678.html,https://www.realclearpolitics.com/articles/2025/04/18/rcp_poll_voters_see_campus_bias_reject_trumps_tariff_pitch_152678.html,https://www.realclearpolitics.com/docs/2025/RCOR_April_2025_Poll_Findings_and_Data.pdf,NA,16444,2026,U.S. House,Generic Ballot,2026-11-03T00:00:00Z,general,39.8,39.2
89706,1292,Hart/POS,576,CNBC,NA,NA,NA,Hart Research Associates/Public Opinion Strategies,NA,NA,2025-04-09T00:00:00Z,2025-04-13T00:00:00Z,FALSE,NA,219145,1000,a,NA,a,FALSE,2025-05-01 17:57:54 UTC,2025-05-01 17:57:54 UTC,NA,https://www.cnbc.com/video/2025/04/17/tariffs-weight-on-trump-approval-cnbc-survey-finds.html,https://www.cnbc.com/video/2025/04/17/tariffs-weight-on-trump-approval-cnbc-survey-finds.html,https://pos.org/wp-content/uploads/2025/04/250084-CNBC-AAES-Q1-2025-Topline.pdf,NA,16444,2026,U.S. House,Generic Ballot,2026-11-03T00:00:00Z,general,48,46
89707,921,Clarity,NA,NA,NA,NA,NA,Clarity Campaign Labs,Online Opt-In Panel,NA,2025-04-09T00:00:00Z,2025-04-14T00:00:00Z,FALSE,NA,219146,1008,rv,NA,rv,FALSE,2025-05-01 17:57:56 UTC,2025-05-01 17:57:56 UTC,NA,https://45840940.fs1.hubspotusercontent-na1.net/hubfs/45840940/Clarity%20Omnibus%20Overview_April%202025.pdf,NA,https://45840940.fs1.hubspotusercontent-na1.net/hubfs/45840940/Clarity%20Omnibus%20Overview_April%202025.pdf,NA,16444,2026,U.S. House,Generic Ballot,2026-11-03T00:00:00Z,general,44,45
89702,1302,Echelon Insights,NA,NA,NA,NA,NA,Echelon Insights,Online Opt-In Panel,NA,2025-04-10T00:00:00Z,2025-04-14T00:00:00Z,FALSE,NA,219143,1014,lv,NA,lv,FALSE,2025-05-01 17:57:49 UTC,2025-05-01 17:57:49 UTC,NA,https://echeloninsights.com/in-the-news/april-2025-verified-voter-omnibus-2-2-2-2/,https://echeloninsights.com/in-the-news/april-2025-verified-voter-omnibus-2-2-2-2/,https://echelonin.wpenginepowered.com/wp-content/uploads/April-2025-Voter-Omnibus-Topline-External.pdf,NA,16444,2026,U.S. House,Generic Ballot,2026-11-03T00:00:00Z,general,47,47
89745,1554,RMG Research,2178,Napolitan Institute,NA,NA,NA,RMG Research,Online Opt-In Panel,NA,2025-04-16T00:00:00Z,2025-04-16T00:00:00Z,FALSE,NA,219148,1000,rv,NA,rv,FALSE,2025-05-01 17:58:00 UTC,2025-05-01 17:58:00 UTC,NA,https://napolitannews.org/posts/democrats-make-huge-gains-on-generic-ballot,https://napolitannews.org/posts/democrats-make-huge-gains-on-generic-ballot,NA,NA,16444,2026,U.S. House,Generic Ballot,2026-11-03T00:00:00Z,general,50,45
89719,1800,Noble Predictive Insights,2013,The Center Square,NA,NA,NA,Noble Predictive Insights,Online Opt-In Panel/Text-to-Web,NA,2025-04-15T00:00:00Z,2025-04-18T00:00:00Z,FALSE,NA,219149,2527,rv,NA,rv,FALSE,2025-05-01 17:58:02 UTC,2025-05-01 17:58:02 UTC,NA,https://www.thecentersquare.com/polls/,https://www.thecentersquare.com/polls/,NA,https://bloximages.newyork1.vip.townnews.com/thecentersquare.com/content/tncms/assets/v3/editorial/4/1f/41f50a5a-e1f1-42f9-a450-525eec838a6d/680a44685a7c8.pdf.pdf,16444,2026,U.S. House,Generic Ballot,2026-11-03T00:00:00Z,general,45,42
89723,294,McLaughlin,1989,America's New Majority Project,NA,NA,NA,McLaughlin & Associates,Online Opt-In Panel,NA,2025-04-16T00:00:00Z,2025-04-19T00:00:00Z,FALSE,REP,219151,1638,lv,NA,lv,FALSE,2025-05-01 17:58:07 UTC,2025-05-01 17:58:07 UTC,NA,https://americasnewmajorityproject.com/most-support-blocking-states-from-giving-medicaid-to-illegal-immigrants/,https://americasnewmajorityproject.com/most-support-blocking-states-from-giving-medicaid-to-illegal-immigrants/,https://americasnewmajorityproject.com/wp-content/uploads/2025/04/20250419-NationalANMP-Topline.pdf,https://americasnewmajorityproject.com/wp-content/uploads/2025/04/20250419-NationalANMP-Tabs.pdf,16444,2026,U.S. House,Generic Ballot,2026-11-03T00:00:00Z,general,45.7,47.1
89723,294,McLaughlin,1989,America's New Majority Project,NA,NA,NA,McLaughlin & Associates,Online Opt-In Panel,NA,2025-04-16T00:00:00Z,2025-04-19T00:00:00Z,FALSE,REP,219150,2000,rv,NA,rv,FALSE,2025-05-01 17:58:05 UTC,2025-05-01 17:58:05 UTC,NA,https://americasnewmajorityproject.com/most-support-blocking-states-from-giving-medicaid-to-illegal-immigrants/,https://americasnewmajorityproject.com/most-support-blocking-states-from-giving-medicaid-to-illegal-immigrants/,https://americasnewmajorityproject.com/wp-content/uploads/2025/04/20250419-NationalANMP-Topline.pdf,https://americasnewmajorityproject.com/wp-content/uploads/2025/04/20250419-NationalANMP-Tabs.pdf,16444,2026,U.S. House,Generic Ballot,2026-11-03T00:00:00Z,general,44.5,44.3
