id,name,display_name,partisan,first_poll,last_poll,url,notes
70,Brown U.,Brown University A. Alfred Taubman Center for American Politics and Policy,NA,1990-07-12T00:00:00Z,2016-04-21T00:00:00Z,https://watson.brown.edu/taubman/polls,NA
1744,Bruno Political Consulting,Bruno Political Consulting,NA,2022-09-18T00:00:00Z,2022-09-18T00:00:00Z,https://www.brunopoliticalconsulting.com/,NA
71,Bullet,Bullet,NA,1996-10-22T00:00:00Z,1996-10-28T00:00:00Z,NA,NA
1697,Bullfinch,The Bullfinch Group,NA,2021-03-08T00:00:00Z,2025-06-20T00:00:00Z,https://www.thebullfinchgroup.com/,NA
72,Burlington Free Press,Burlington Free Press,NA,1992-09-25T00:00:00Z,1992-09-25T00:00:00Z,NA,NA
1223,Burning Glass,Burning Glass,NA,2015-04-15T00:00:00Z,2015-04-15T00:00:00Z,http://burningglassconsulting.com/,NA
79,CBS News,CBS News,NA,1972-09-11T00:00:00Z,2020-06-02T00:00:00Z,https://www.cbsnews.com/feature/cbs-news-polls/,NA
81,CBS/Telenoticias,CBS/Telenoticias,NA,1996-10-27T00:00:00Z,1996-10-27T00:00:00Z,NA,NA
343,Nordhaus Research,Nordhaus Research,NA,1988-10-30T00:00:00Z,1994-11-02T00:00:00Z,NA,NA
933,Anzalone Liszt Grove,Anzalone Liszt Grove,NA,2004-07-02T00:00:00Z,2021-12-07T00:00:00Z,https://algpolling.com/,NA
1738,Applecart,Applecart,NA,2022-07-27T00:00:00Z,2022-07-27T00:00:00Z,https://www.applecart.co/,NA
1402,Aqua Opinion and Policy Research,Aqua Opinion and Policy Research,NA,2012-10-14T00:00:00Z,2012-10-14T00:00:00Z,https://example.com,NA
1843,Arc Insights,Arc Insights,NA,2023-11-14T00:00:00Z,2024-10-06T00:00:00Z,https://arcinsights.com/,NA
31,Arizona Chamber Info,Arizona Chamber Info,NA,1999-02-15T00:00:00Z,1999-02-15T00:00:00Z,NA,NA
32,Arizona Daily Star,Arizona Daily Star,NA,1996-09-26T00:00:00Z,1996-09-26T00:00:00Z,NA,NA
1660,CEPEX,Center for Excellence in Project Execution,NA,2016-08-19T00:00:00Z,2016-08-19T00:00:00Z,https://cepex.newswire.com/,NA
1450,1892 Polling,1892 Polling,NA,2018-09-25T00:00:00Z,2024-10-08T00:00:00Z,https://www.linkedin.com/company/1892llc,NA
1879,1983 Labs,1983 Labs,NA,2024-06-30T00:00:00Z,2024-06-30T00:00:00Z,https://www.1983labs.com/,NA
1463,1st Tuesday Campaigns,1st Tuesday Campaigns,NA,2018-10-06T00:00:00Z,2018-10-06T00:00:00Z,http://1sttuesdaycampaigns.com,NA
746,"20/20 Insight, LLC",20/20 Insight,NA,2011-01-28T00:00:00Z,2023-09-28T00:00:00Z,http://www.2020insightllc.com/,NA
1813,3D Strategic Research,3D Strategic Research,NA,2023-08-17T00:00:00Z,2023-08-17T00:00:00Z,https://www.linkedin.com/in/davidkanevsky/,NA
1881,3W Insights,3W Insights,NA,2024-07-13T00:00:00Z,2024-07-17T00:00:00Z,https://www.why3wi.com/,NA
9,A&A Research,A&A Research,NA,2000-10-15T00:00:00Z,2002-10-22T00:00:00Z,NA,NA
1935,AARP Research,AARP Research,NA,NA,NA,https://www.aarp.org/pri/departments/research/,NA
816,ABC News,ABC News,NA,1979-05-01T00:00:00Z,2012-09-10T00:00:00Z,https://abcnews.go.com/,NA
1931,ABC News/Ipsos,ABC News/Ipsos,NA,2020-08-12T00:00:00Z,2024-11-01T00:00:00Z,https://www.langerresearch.com/category/abc-news-polls/,NA
1704,ABC/Washington Post,ABC News/The Washington Post,NA,1978-08-11T00:00:00Z,2024-08-13T00:00:00Z,https://www.washingtonpost.com/politics/polling/,NA
682,AFL-CIO,AFL-CIO,NA,NA,NA,NA,NA
1042,AFSCME Polling Center,AFSCME Polling Center,NA,2013-07-27T00:00:00Z,2013-07-27T00:00:00Z,NA,NA
16,AJC,AJC,NA,NA,NA,NA,NA
850,AJF & Associates,Arthur J. Finkelstein & Associates,NA,1996-08-28T00:00:00Z,1996-08-28T00:00:00Z,NA,NA
1780,ALG Research,ALG Research,NA,NA,NA,https://impactresearch.com/,NA
1509,ALG Research/GBAO,ALG Research/GBAO,NA,2019-09-27T00:00:00Z,2019-09-27T00:00:00Z,https://twitter.com/JakeSherman/status/1177715280010723329,NA
1680,ALG Research/Hart Research Associates,ALG Research/Hart Research Associates,NA,2021-05-25T00:00:00Z,2021-05-25T00:00:00Z,https://algpolling.com/,NA
1360,AP-NORC,AP-NORC,NA,2017-03-27T00:00:00Z,2025-06-09T00:00:00Z,http://www.apnorc.org/Pages/default.aspx,NA
30,AP/Knowledge Networks,AP/Knowledge Networks,NA,2007-11-12T00:00:00Z,2010-10-07T00:00:00Z,NA,NA
1126,APC Research,APC Research,NA,2014-09-12T00:00:00Z,2014-10-21T00:00:00Z,http://www.apc.org/en/pubs/research,NA
23,ARG,American Research Group,NA,1987-09-16T00:00:00Z,2025-06-25T00:00:00Z,https://americanresearchgroup.com/,NA
1679,ARW Strategies,ARW Strategies,NA,2021-06-27T00:00:00Z,2024-09-25T00:00:00Z,https://www.arwstrategies.com/,NA
1532,ASA Marketing Group,ASA Marketing Group,NA,2006-09-11T00:00:00Z,2006-10-28T00:00:00Z,https://www.asastrategicfunding.com/?page_id=2,NA
10,Abacus Associates,Abacus Associates,NA,2006-09-18T00:00:00Z,2010-10-21T00:00:00Z,http://www.abacusassoc.com/,NA
1585,Abacus Data,Abacus Data,NA,2020-06-13T00:00:00Z,2023-10-25T00:00:00Z,https://abacusdata.ca/home/,NA
972,Abt SRBI,Abt SRBI,NA,2004-07-22T00:00:00Z,2017-06-08T00:00:00Z,https://www.abtassociates.com/,NA
1741,ActiVote,ActiVote,NA,2021-04-30T00:00:00Z,2025-06-30T00:00:00Z,https://www.activote.net/,NA
14,Action Research,Action Research,NA,2002-09-15T00:00:00Z,2002-09-15T00:00:00Z,NA,NA
15,Action Solutions,Action Solutions,NA,2010-08-11T00:00:00Z,2016-06-02T00:00:00Z,NA,NA
1219,Adrian Gray Consulting (telephone),Adrian Gray Consulting LLC,NA,2014-10-09T00:00:00Z,2016-01-27T00:00:00Z,https://www.linkedin.com/in/adriangray,NA
1191,Advantage Inc.,Advantage Inc.,NA,2015-06-10T00:00:00Z,2025-03-12T00:00:00Z,https://www.advainc.com/,NA
1755,African American Research Collaborative,African American Research Collaborative,NA,2022-10-11T00:00:00Z,2022-11-07T00:00:00Z,https://africanamericanresearch.us/,NA
17,Akron Beacon Journal,Akron Beacon Journal,NA,1988-09-15T00:00:00Z,1988-10-13T00:00:00Z,NA,NA
760,Alabama Education Association,Capital Survey Research Center,NA,2002-08-06T00:00:00Z,2002-08-06T00:00:00Z,NA,NA
18,Alabama Poll,Alabama Poll,NA,2000-01-17T00:00:00Z,2000-09-27T00:00:00Z,NA,NA
19,Alabama State U.,Alabama State University,NA,2007-12-16T00:00:00Z,2012-03-08T00:00:00Z,https://www.alasu.edu/academics/researchcenters/centerforleadershipandpublicpolicy/center-leadership-and-public-policy,NA
1334,Alaska Survey Research,Alaska Survey Research,NA,2003-07-16T00:00:00Z,2024-10-22T00:00:00Z,https://alaskasurveyresearch.com/,NA
20,Albuquerque Journal,Albuquerque Journal,NA,1988-10-06T00:00:00Z,1992-09-11T00:00:00Z,NA,NA
1756,Alloy Analytics,Alloy Analytics,NA,2022-11-01T00:00:00Z,2022-11-01T00:00:00Z,https://www.alloyanalytics.org/,NA
21,Alpha Research Associates,Alpha Research Associates,NA,1988-05-05T00:00:00Z,1999-12-18T00:00:00Z,NA,NA
1727,Alvarado Strategies,Alvarado Strategies,NA,2022-07-27T00:00:00Z,2023-02-03T00:00:00Z,https://www.alvaradostrategies.com/,NA
1553,Amber Integrated,Amber Integrated,NA,2020-03-08T00:00:00Z,2022-11-02T00:00:00Z,https://amberintegrated.com/,NA
1373,America First Policies,America First Policies,NA,2018-02-20T00:00:00Z,2018-05-31T00:00:00Z,https://www.americafirstpolicies.org/data/,NA
932,American Insights,American Inisghts,NA,2014-02-15T00:00:00Z,2014-09-10T00:00:00Z,NA,NA
22,American Political Consultants,American Political Consultants,NA,1995-10-22T00:00:00Z,2010-09-26T00:00:00Z,NA,NA
1810,American Pulse,American Pulse Research & Polling,NA,2023-07-11T00:00:00Z,2025-06-25T00:00:00Z,https://www.americanpulse.us/,NA
1298,American Strategies,American Strategies,NA,2016-06-20T00:00:00Z,2023-05-24T00:00:00Z,http://amstrat.com/,NA
24,American Viewpoint,American Viewpoint,NA,1990-07-22T00:00:00Z,2024-10-10T00:00:00Z,https://www.amview.com/,NA
1547,Americana Analytics,Americana Analytics,NA,2020-02-21T00:00:00Z,2020-02-21T00:00:00Z,https://americanaanalytics.com/,NA
1844,Americans for Prosperity,Americans for Prosperity,REP,2023-11-21T00:00:00Z,2023-12-18T00:00:00Z,https://afpaction.com/,NA
1434,Analytical Group,Analytical Group,NA,2002-10-28T00:00:00Z,2002-10-28T00:00:00Z,https://www.analyticalgroup.com/,NA
25,Anchorage Daily News,Anchorage Daily News,NA,1992-09-20T00:00:00Z,1992-09-20T00:00:00Z,NA,NA
765,Andres-McKenna Research,Andres-McKenna Research,NA,2003-07-16T00:00:00Z,2003-07-16T00:00:00Z,NA,NA
26,Angus Reid,Angus Reid Global,NA,2010-10-06T00:00:00Z,2024-10-27T00:00:00Z,http://angusreid.org/,NA
1125,Answers Unlimited,Answers Unlimited,NA,2014-09-09T00:00:00Z,2014-09-09T00:00:00Z,NA,NA
27,Anzalone,Anzalone Liszt Research,NA,1996-09-08T00:00:00Z,2012-10-25T00:00:00Z,NA,NA
1695,Arizona Opinion,Arizona Opinion,NA,2008-05-23T00:00:00Z,2008-05-23T00:00:00Z,https://tucson.com/news/local/gop-pollster-margaret-kenski-dies-at-71/article_18132caa-9e14-5bf4-b9f1-4262d272be5f.html,NA
33,Arizona Republic,Arizona Republic,NA,1988-03-12T00:00:00Z,2000-10-09T00:00:00Z,NA,NA
694,Arizona Republic/KOOL-TV,Arizona Republic/KOOL-TV,NA,1980-10-16T00:00:00Z,1980-10-16T00:00:00Z,NA,NA
34,Arizona State U.,Arizona State University Morrison Institute for Public Policy,NA,1992-02-23T00:00:00Z,2016-10-15T00:00:00Z,https://morrisoninstitute.asu.edu/,NA
35,Arkansas Democrat-Gazette,Arkansas Democrat-Gazette,NA,1988-01-03T00:00:00Z,1991-09-14T00:00:00Z,NA,NA
36,Arkansas State U.,Arkansas State U.,NA,2004-04-08T00:00:00Z,2006-10-11T00:00:00Z,NA,NA
37,Arthur Finklestein & Associates,Arthur J. Finkelstein & Associates,NA,1988-08-29T00:00:00Z,2008-07-15T00:00:00Z,NA,NA
38,Asbury Park Press,Asbury Park Press,NA,1992-07-16T00:00:00Z,1996-11-02T00:00:00Z,NA,NA
1747,Ascend Action,Ascend Action,NA,2022-10-10T00:00:00Z,2022-11-06T00:00:00Z,https://www.ascendaction.com,NA
1533,Aspen Media & Market Research,Aspen Media & Market Research,NA,2006-10-25T00:00:00Z,2006-10-25T00:00:00Z,http://aspenmediallc.com/,NA
1335,Associated Industries of Florida,Associated Industries of Florida,NA,2014-09-07T00:00:00Z,2016-10-19T00:00:00Z,http://www.aif.com/,NA
28,Associated Press,Associated Press/GfK,NA,1988-07-02T00:00:00Z,2012-06-18T00:00:00Z,https://www.ap.org/en/,NA
731,Associated Press/Chilton Research Services,Associated Press/Chilton Research Services,NA,1976-09-23T00:00:00Z,1976-10-16T00:00:00Z,NA,NA
613,Associated Press/GfK,GfK Group,NA,2008-09-10T00:00:00Z,2016-10-24T00:00:00Z,http://web.archive.org/web/20161031150824/http://ap-gfkpoll.com/poll-archives,NA
635,Associated Press/NBC,Associated Press/NBC News,NA,1978-03-22T00:00:00Z,1982-10-19T00:00:00Z,NA,NA
39,Atlanta Journal Constitution,Atlanta Journal-Constitution,NA,1976-04-30T00:00:00Z,2000-10-31T00:00:00Z,https://www.ajc.com/,NA
1412,Atlantic Media and Research,Atlantic Media and Research,NA,2018-06-21T00:00:00Z,2019-05-30T00:00:00Z,https://www.washingtonpost.com/blogs/erik-wemple/wp/2017/12/06/atlantic-media-pursues-like-named-research-outfit-over-trademark-infringement/?noredirect=on&utm_term=.b9e886ce501c,NA
1713,Atlantic Polling Strategies,Atlantic Polling Strategies,NA,2022-04-28T00:00:00Z,2022-04-28T00:00:00Z,https://atlanticpolling.com/,NA
1528,AtlasIntel,AtlasIntel,NA,2020-02-02T00:00:00Z,2025-05-27T00:00:00Z,https://www.atlasintel.org/,NA
720,Attitude Analysis and Research,Attitude Analysis and Research,NA,1972-07-01T00:00:00Z,1972-07-01T00:00:00Z,NA,NA
1590,Auburn University at Montgomery,Auburn University at Montgomery Department of Political Science and Public Administration,NA,2020-07-09T00:00:00Z,2024-02-27T00:00:00Z,http://www.aum.edu/aum-launches-new-polling-initiative-study-alabama-public-opinion-elections,NA
647,Austin American-Statesman/Texas Monthly,Austin American-Statesman/Texas Monthly,NA,1979-11-13T00:00:00Z,1980-10-16T00:00:00Z,NA,NA
1342,Auto Alliance / ESA / Pulse Opinion Research,Auto Alliance / ESA / Pulse Opinion Research,NA,2016-10-20T00:00:00Z,2016-11-06T00:00:00Z,http://www.allianceesapoll.com/new-poll-results.html,NA
1489,Avalanche Strategy,Avalanche Strategy,NA,2019-06-03T00:00:00Z,2019-10-04T00:00:00Z,https://www.avalanchestrategy.com/,NA
1404,Axiom Strategies,Axiom Strategies,NA,2012-10-22T00:00:00Z,2012-10-22T00:00:00Z,https://axiomstrategies.com/,NA
1411,Axis Research,Axis Research,NA,2017-10-26T00:00:00Z,2024-10-20T00:00:00Z,http://www.axisresearchinc.com/about-axis/,NA
40,"Ayres, McHenry & Associates","Ayres, McHenry & Associates",NA,1992-09-03T00:00:00Z,2012-08-22T00:00:00Z,http://www.northstaropinion.com/,NA
1766,BDPC,BDPC,NA,2022-12-13T00:00:00Z,2023-07-10T00:00:00Z,https://bdpcllc.com/,NA
1535,BIGresearch,BIGresearch,NA,2003-10-05T00:00:00Z,2003-10-05T00:00:00Z,https://bigtokenresearch.com/,NA
1348,BK Strategies,BK Strategies,NA,2016-10-28T00:00:00Z,2024-08-21T00:00:00Z,https://www.bkstrategiesllc.com/,NA
1750,BSP Research/Shaw & Company,BSP Research/Shaw & Company Research,NA,2022-10-18T00:00:00Z,2022-10-26T00:00:00Z,https://bspresearch.com/,NA
1290,BWD Global,BWD Global,NA,2014-10-21T00:00:00Z,2016-05-26T00:00:00Z,http://bwdglobal.com/,NA
1574,BYU/UW Madison,BYU/UW Madison,NA,2004-07-03T00:00:00Z,2004-07-03T00:00:00Z,https://csed.byu.edu/Pages/home.aspx,NA
1664,Bainbridge Media Group,Bainbridge Media Group,NA,2008-10-26T00:00:00Z,2008-10-26T00:00:00Z,https://www.linkedin.com/in/chris-van-dyk-6372b77/,NA
1246,Baldwin Wallace University,Baldwin Wallace University Community Research Institute,NA,2016-02-20T00:00:00Z,2023-10-11T00:00:00Z,http://www.bw.edu/centers/community-research-institute/,NA
1526,Baldwin Wallace University/Oakland University/Ohio Northern University,Baldwin Wallace University Community Research Institute/Oakland University/Ohio Northern University,NA,2020-01-20T00:00:00Z,2020-10-08T00:00:00Z,https://www.bw.edu/centers/community-research-institute/2020-great-lakes-poll/,NA
1339,Ball State University,Ball State University Bowen Center for Public Affairs,NA,2016-10-16T00:00:00Z,2016-10-16T00:00:00Z,https://bowencenterforpublicaffairs.org/,NA
691,Baltimore Sun/Sidney Hollander Associates,Sidney Hollander Associates,NA,1976-04-03T00:00:00Z,2005-10-31T00:00:00Z,https://www.baltimoresun.com/,NA
44,Bangor Daily News,Bangor Daily News,NA,1976-10-30T00:00:00Z,1996-10-30T00:00:00Z,NA,NA
894,Bangor Daily News/Capital News Service,Bangor Daily News/Capital News Service,NA,1990-09-06T00:00:00Z,1990-09-06T00:00:00Z,NA,NA
45,Bannon,Bannon Communications Research,NA,1992-04-30T00:00:00Z,2004-10-16T00:00:00Z,http://bannoncr.com/,NA
583,Bardsley & Haslacher,Bardsley & Haslacher,NA,NA,NA,NA,NA
851,Bardsley & Neidhart,Bardsley & Neidhart,NA,1990-10-26T00:00:00Z,1996-08-31T00:00:00Z,NA,NA
1565,Barna Research Group,Barna Research Group,NA,1992-07-01T00:00:00Z,1996-07-22T00:00:00Z,https://www.barna.com/,NA
46,Barry Zeplowitz & Associates,Barry Zeplowitz & Associates,NA,2010-09-23T00:00:00Z,2010-09-23T00:00:00Z,NA,NA
1262,Baruch College,Baruch College Survey Research,NA,2016-04-10T00:00:00Z,2016-04-10T00:00:00Z,https://marxe.baruch.cuny.edu/centers-and-institutes/baruch-college-survey-research-bcsr/?_ga=2.140226417.312352420.1590515374-1249656141.1590515374,NA
47,Baselice & Associates,Baselice & Associates,NA,1998-09-10T00:00:00Z,2018-07-29T00:00:00Z,http://www.baselice.com/,NA
48,Basswood Research,Basswood Research,NA,2002-01-31T00:00:00Z,2020-10-05T00:00:00Z,NA,NA
1549,Battleground Connect,Battleground Connect,NA,2020-02-27T00:00:00Z,2024-07-31T00:00:00Z,https://www.battlegroundconnect.com/,NA
1683,Battleground Polling,Battleground Polling,NA,2014-09-24T00:00:00Z,2014-09-24T00:00:00Z,http://web.archive.org/web/20121107130546/http://www.battlegroundpolling.com/,NA
50,Bay,Bay,NA,NA,NA,NA,NA
757,Baydoun Consulting,Baydoun Consulting,NA,2012-02-23T00:00:00Z,2012-02-27T00:00:00Z,NA,NA
51,Beacon Journal,Beacon Journal,NA,1992-10-24T00:00:00Z,1992-10-24T00:00:00Z,NA,NA
1523,Beacon Research,Beacon Research,NA,2019-11-21T00:00:00Z,2024-10-29T00:00:00Z,https://beaconresearch.com/,NA
1597,Beacon/Shaw,Beacon Research/Shaw & Co. Research,NA,2008-09-21T00:00:00Z,2025-06-16T00:00:00Z,https://www.thedreamcorps.org/update/new-poll-from-cut50-shows-voters-favor-candidates-who-pass-reforms/,NA
52,Becker Institute,Becker Institute,NA,1990-07-16T00:00:00Z,2006-10-08T00:00:00Z,NA,NA
1356,CES / YouGov,CCES/YouGov,NA,2016-11-06T00:00:00Z,2024-10-25T00:00:00Z,https://cces.gov.harvard.edu/,NA
1867,CNN/ORC,CNN/Opinion Research Corporation,NA,2002-04-11T00:00:00Z,2017-04-25T00:00:00Z,https://www.cnn.com/,NA
1866,CNN/SSRS,CNN/SSRS,NA,2017-08-06T00:00:00Z,2025-04-24T00:00:00Z,https://www.cnn.com/,NA
1276,CPEC LLC,CPEC,NA,2016-04-21T00:00:00Z,2020-09-17T00:00:00Z,http://www.cpecllc.com/,NA
1794,CRC Research,CRC Research,NA,2021-04-18T00:00:00Z,2023-03-20T00:00:00Z,https://crcadvisors.com/,NA
1367,CSP Polling,CSP Polling,NA,2017-06-17T00:00:00Z,2017-06-17T00:00:00Z,http://csppolling.org/,NA
1264,CSRA/Freedom Forum,University of Connecticut,NA,1995-09-22T00:00:00Z,1999-03-22T00:00:00Z,https://en.wikipedia.org/wiki/Freedom_Forum,NA
817,CVOTER International,CVOTER,NA,2012-09-08T00:00:00Z,2016-11-06T00:00:00Z,http://www.teamcvoter.com/,NA
1703,CWS Research,CWS Research,NA,2022-02-07T00:00:00Z,2024-10-04T00:00:00Z,https://www.bizapedia.com/tx/cws-research-llc.html,NA
1534,"California State University, Bakersfield","California State University, Bakersfield",NA,2000-10-21T00:00:00Z,2000-10-21T00:00:00Z,https://www.csub.edu/,NA
920,CallFire,CallFire,NA,2012-10-10T00:00:00Z,2012-10-31T00:00:00Z,https://developers.callfire.com/usecase-political-poll.html,NA
73,Cambridge Reports,Cambridge Reports,NA,1976-07-31T00:00:00Z,1995-01-01T00:00:00Z,https://cdn.muckrock.com/outbound_composer_attachments/foiathedead/67720/patrick-caddell-nyt-obit-20190216.pdf,NA
722,Cambridge Survey Research,Cambridge Survey Research,NA,1972-08-16T00:00:00Z,1972-10-11T00:00:00Z,NA,NA
74,Campaign Strategies,Campaign Strategies,NA,1988-01-31T00:00:00Z,1988-01-31T00:00:00Z,NA,NA
